location_id,village_name,date,latitude,longitude,elevation_m,distance_river_ramganga,distance_river_kosi,distance_river_kailash,distance_river_deoha,distance_river_sarda,distance_dam_nanakSagar,Heavy_flood,Mid_flood,Low_flood,Unnamed: 15,rain_mm,dam_release_nanak_sagar,soil_type,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,LowFlood,MidFlood,HeavyFlood
,Khatima,26-02-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,27-02-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,28-02-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,1/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,2/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,3/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,4/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,5/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,6/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,7/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,8/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,9/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,10/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,11/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,12/3/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,13-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,14-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,6.58,,,,,,,,,,,,,,0,0,0
,Khatima,15-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,16-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,17-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,18-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,19-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,20-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,26.84,,,,,,,,,,,,,,1,1,0
,Khatima,21-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,41.07,,,,,,,,,,,,,,1,1,1
,Khatima,22-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,23-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,24-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,25-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,26-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,27-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,28-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,29-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,30-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,31-03-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,24.3,,,,,,,,,,,,,,1,1,0
,Khatima,1/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,2/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,3/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,4/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,5/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,6/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,7/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,8/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,9/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,10/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,11/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,12/4/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,13-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,14-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,15-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,16-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,17-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,18-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,19-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,20-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,7.54,,,,,,,,,,,,,,0,0,0
,Khatima,21-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,22-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,23-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,24-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,25-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,26-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,27-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,28-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,29-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,6.47,,,,,,,,,,,,,,0,0,0
,Khatima,30-04-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,19.41,,,,,,,,,,,,,,1,1,0
,Khatima,1/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,44.48,,,,,,,,,,,,,,1,1,1
,Khatima,2/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,3/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,4/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,5/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,6/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,7/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,8/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,9/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,10/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,11/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,12/5/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,13-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,14-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,15-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,16-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,17-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,18-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,19-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,20-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,21-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,22-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,18.31,,,,,,,,,,,,,,1,0,0
,Khatima,23-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,36.63,,,,,,,,,,,,,,1,1,1
,Khatima,24-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,25-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,26-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,27-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,28-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,29-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,30-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,31-05-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,1/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,2/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,3/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,4/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,5/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,6/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,7/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,8/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,9/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,10/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,11/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,12/6/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,13-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,14-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,15-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,16-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,17-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,18-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,19-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,20-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,21-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,22-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,22.22,,,,,,,,,,,,,,1,1,0
,Khatima,23-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,11.11,,,,,,,,,,,,,,1,0,0
,Khatima,24-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,22.22,,,,,,,,,,,,,,1,1,0
,Khatima,25-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,33.33,,,,,,,,,,,,,,1,1,1
,Khatima,26-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,27-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,23.04,,,,,,,,,,,,,,1,1,0
,Khatima,28-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,23.04,,,,,,,,,,,,,,1,1,0
,Khatima,29-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,23.04,,,,,,,,,,,,,,1,1,0
,Khatima,30-06-2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
,Khatima,1/7/2023,28.909628,79.949147,299,45720,41820,64125,15406.4,6682.5,50002.38,,,,,0,,,,,,,,,,,,,,0,0,0
